pub,label,doi
http://info.deepcarbon.net/individual/d84600938-dca5-417d-9377-4ca4e5e872bb,Fast back-reactions of shock-released CO(2) from carbonates: An experimental approach,10.1016/S0016-7037(01)00617-2
http://info.deepcarbon.net/individual/e69daff9-a628-48fa-9c9a-916170cbde75,"High Temperature Heat Contents of Some Titanates of Aluminum, Iron and Zinc",10.1021/ja01613a033
http://info.deepcarbon.net/individual/d57b720cf-f593-47d3-8b4c-a73d691de71b,Structure of siderite FeCO3 to 56 GPa and hysteresis of its spin-pairing transition,10.1103/PhysRevB.82.064110
http://info.deepcarbon.net/individual/d70ec2d1d-f252-49ac-beeb-476c7e1548e3,Multiple sulfur isotopes of sulfides from sediments in the aftermath of Paleoproterozoic glaciations,10.1016/j.gca.2005.07.005
http://info.deepcarbon.net/individual/d3c9af8ea-8ab2-442f-879d-caf0d126e07a,"The evolution of multicomponent systems at high pressures: I. The high-pressure, supercritical, gas-liquid phase transition",10.1016/S0378-3812(98)00194-0
http://info.deepcarbon.net/individual/01bf0d9d-9b9e-4f94-a79f-1fd1b2836e5f,Graphene physics and insulator-metal transition in compressed hydrogen,10.1103/PhysRevB.88.045125
http://info.deepcarbon.net/individual/68ef2043-d116-40bc-a976-18f75866736c,Microbial Communities of Deep-Sea Methane Seeps at Hikurangi Continental Margin (New Zealand),10.1371/journal.pone.0072627
http://info.deepcarbon.net/individual/d3d0d06c4-5066-4b29-9de6-e16269920f85,New silica clathrate minerals that are isostructural with natural gas hydrates,10.1038/ncomms1196
http://info.deepcarbon.net/individual/d76f203b3-0889-407e-9568-6654c4a00207,"Characterisation of dissolved organic compounds in hydrothermal fluids by stir bar sorptive extraction - gas chomatography - mass spectrometry. Case study: the Rainbow field (36 degrees N, Mid-Atlantic Ridge)",10.1186/1467-4866-13-8
http://info.deepcarbon.net/individual/203ed1bb-6d1c-4ca0-bcb5-0f9f5c9fb27d,High-pressure synthesis of a polyethylene/zeolite nano-composite material,10.1038/ncomms2564
http://info.deepcarbon.net/individual/d0f43a060-1e9b-4dde-9c2a-70572f9f77f7,Upside-down differentiation and generation of a 'primordial' lower mantle,10.1038/nature08824
http://info.deepcarbon.net/individual/n8053,"Ontology-aided annotation, visualization and generalization of geological time scale information from online geological map services",10.1016/j.cageo.2011.07.018
http://info.deepcarbon.net/individual/f671f667-31b3-4c43-9d64-9e5af84a9bea,Enhanced growth of high quality single crystal diamond by microwave plasma assisted chemical vapor deposition at high gas pressures,10.1063/1.3072352
http://info.deepcarbon.net/individual/90d4a52d-206e-455d-b82f-c9812651b9c1,Few-layer graphene under high pressure: Raman and X-ray diffraction studies,10.1016/j.ssc.2012.10.002
http://info.deepcarbon.net/individual/dafb1faf-0ea3-4244-852c-32a78b39a9d7,"Geofilum rubicundum gen. nov., sp. nov., isolated from deep subseafloor sediment",10.1099/ijs.0.032326-0
http://info.deepcarbon.net/individual/d31d7da01-181f-41b4-ba6c-30ffef9be5db,Needs and opportunities in mineral evolution research,10.2138/am.2011.3725
http://info.deepcarbon.net/individual/d8455275d-5d13-4f73-a6b7-c38fc104dfbc,"PREBIOTIC POLYMERIZATION - OXIDATIVE POLYMERIZATION OF 2,3-DIMERCAPTO-1-PROPANOL ON THE SURFACE OF IRON(III) HYDROXIDE OXIDE",10.1007/BF01581573
http://info.deepcarbon.net/individual/d4593bfa7-aae3-470c-9f4e-d76b9df73d41,Environmental impacts of coal combustion: A risk approach to assessment of emissions,10.1016/j.fuel.2009.03.002
http://info.deepcarbon.net/individual/6062f058-15a1-494d-91a7-f07f59ed7747,Olivine with diamond-imposed morphology included in diamonds. Syngenesis or protogenesis?,10.1080/00206814.2014.956153
http://info.deepcarbon.net/individual/d5dc122d1-2b86-439f-bbc0-f2b8c43e5004,"New insights into Archean sulfur cycle from mass-independent sulfur isotope records from the Hamersley Basin, Australia",10.1016/S0012-821X(03)00295-4
http://info.deepcarbon.net/individual/d9ba35e16-3581-43d1-92eb-a2567a78119a,Dielectric properties of water under extreme conditions and transport of carbonates in the deep Earth,10.1073/pnas.1221581110
http://info.deepcarbon.net/individual/d9ee7bebe-b34b-4fc5-bac7-c739611b762f,Hydrogen incorporation in diamond: The nitrogen-vacancy-hydrogen complex,10.1103/PhysRevLett.90.185507
http://info.deepcarbon.net/individual/d8c1d5f9-f717-46d3-937c-ac3ca4dcf599,Interfacial water on crystalline silica: a comparative molecular dynamics simulation study,10.1080/08927022.2010.513008
http://info.deepcarbon.net/individual/d63a59fba-7fcb-4d12-971c-7c65b7c29de5,GEOCHEMICAL CONSTRAINTS ON THE ORIGIN OF ORGANIC-COMPOUNDS IN HYDROTHERMAL SYSTEMS,10.1007/BF01808115
http://info.deepcarbon.net/individual/ba1aba1d-1cd3-42af-9d52-cfe6b14f98bd,Pore-Size-Dependent Calcium Carbonate Precipitation Controlled by Surface Chemistry,10.1021/es405574a
http://info.deepcarbon.net/individual/d3d0c4ff-9bd4-4c2e-976f-26cc5b0850cb,Nitrogen speciation in upper mantle fluids and the origin of Earth's nitrogen-rich atmosphere,10.1038/ngeo2271
http://info.deepcarbon.net/individual/aff51c28-a03d-4561-86b3-7b5c822d306c,Tetrahedrally coordinated carbonates in Earth���s lower mantle,10.1038/ncomms7311
http://info.deepcarbon.net/individual/d1c9fbf59-a59e-480f-be0d-d7f35530d327,Gas geochemistry of natural analogues for the studies of geological CO2 sequestration,10.1016/j.apgeochem.2009.04.026
http://info.deepcarbon.net/individual/19669a3e-75a9-4809-a799-26b78e5db4de,Sulfur isotopic evidence for sources of volatiles in Siberian Traps magmas,10.1016/j.epsl.2014.02.057
http://info.deepcarbon.net/individual/ddd399414-65c6-4881-a347-2fe9b38b0afa,Why Deep Carbon?,10.2138/rmg.2013.75.1
http://info.deepcarbon.net/individual/3374cbaa-1187-40fa-a5cf-bb96fa44dfb5,Variability of subseafloor viral abundance at the geographically and geologically distinct continental margins,10.1111/1574-6941.12269
http://info.deepcarbon.net/individual/d9e5080b7-ee85-4073-b78b-3b7d80b44fca,Quartzlike carbon dioxide: An optically nonlinear extended solid at high pressures and temperatures,10.1126/science.283.5407.1510
http://info.deepcarbon.net/individual/d7b1b67ad-160a-4882-b0fa-485df4104146,Biological formation of ethane and propane in the deep marine subsurface,10.1073/pnas.0606535103
http://info.deepcarbon.net/individual/36ff624a-9481-493e-acc9-bc2ac1604e9e,Organic matter removal for the analysis of carbon and oxygen isotope compositions of siderite,10.1016/j.chemgeo.2014.02.020
http://info.deepcarbon.net/individual/d250aa3ca-c7fb-4438-88d0-c4e973008065,Systematic long-term observations of the global carbon cycle,10.1016/j.tree.2009.03.006
http://info.deepcarbon.net/individual/68758cee-b77a-4ad3-9702-eaf05f651430,A new DNA extraction method by controlled alkaline treatments from consolidated subsurface sediments,10.1111/j.1574-6968.2011.02437.x
http://info.deepcarbon.net/individual/5ed4cabf-85ea-4e1b-b79b-ca3ee8fa54a9," A Modified Calorimeter for High Temperatures. The Heat Content of Silica, Wollastonite and Thorium Dioxide Above 25�� 1,2 ",10.1021/ja01856a072
http://info.deepcarbon.net/individual/a85e6961-453a-4b5a-9c53-cd1e7cd935db,First Investigation of the Microbiology of the Deepest Layer of Ocean Crust,10.1371/journal.pone.0015399
http://info.deepcarbon.net/individual/ddfb905dc-2298-454b-b407-4c3c4ff0dc6b,Patterns of rapid and extremely rapid (avalanche) sedimentation: implications for marine oil and gas generation,10.1016/j.rgg.2009.03.003
http://info.deepcarbon.net/individual/d678f7dd1-cee7-425f-ae45-c3203327a413,GROWTH OF DIAMOND SEED CRYSTALS BY VAPOR DEPOSITION,10.1063/1.1656693
http://info.deepcarbon.net/individual/d24c4a9c3-8344-4a62-9afa-734300abd63d,Growth of Diamond Seed Crystals by Vapor Deposition,10.1063/1.1656693
http://info.deepcarbon.net/individual/d2e24d5ba-95c8-4cc4-a3d7-6363c347de0c,The stability of methane hydrate intercalates of montmorillonite and nontronite: Implications for carbon storage in ocean-floor environments,10.2138/am.2009.3018
http://info.deepcarbon.net/individual/dbb264af9-6119-4e4c-a806-dd567aa96e82,Presolar stardust in meteorites: recent advances and scientific frontiers,10.1016/S0012-821X(02)01153-6
http://info.deepcarbon.net/individual/d857b6671-bc5d-4e91-b0a0-fc5dbe7e7d24,Discovery of impact diamonds in a Fennoscandian crater and evidence for their genesis by solid-state transformation,10.1130/0091-7613(1999)027<0747:DOIDIA>2.3.CO;2
http://info.deepcarbon.net/individual/dc529c372-4ef6-415e-99fc-6e93fd991967,Tectonics and petroleum potential of the East Arctic province,10.1016/j.rgg.2009.03.006
http://info.deepcarbon.net/individual/d0c70c400-b2eb-4726-bf9c-85330ff7b2b9,Multiple sulfur isotopes from Paleoproterozoic Huronian interglacial sediments and the rise of atmospheric oxygen,10.1016/j.epsl.2006.12.015
http://info.deepcarbon.net/individual/cc8224dc-f849-4f8b-9eb2-a1cba952aa3f,Sediment provenance and controls on slip propagation: Lessons learned from the 2011 Tohoku and other great earthquakes of the subducting northwest Pacific plate,10.1130/GES01099.1
http://info.deepcarbon.net/individual/d26eefdfc-59d3-4810-a386-48bb59e9b859,No substitute for oil? How Brazil developed its ethanol industry,10.1016/j.enpol.2009.02.037
http://info.deepcarbon.net/individual/d8cde532e-d43c-4937-8438-c54ca3dcb842,The structure of graphite,10.1098/rspa.1924.0101
http://info.deepcarbon.net/individual/d0e36ece-eced-47db-bab6-35678cb61cd6,"High-pressure polymorphism and structural transitions of norsethite, BaMg(CO3)2",10.1007/s00269-014-0687-8
http://info.deepcarbon.net/individual/fce85901-170d-4c08-853e-db557dea8b04,"Investigations of potential microbial methanogenic and carbon monoxide utilization pathways in ultra-basic reducing springs associated with present-day continental serpentinization: the Tablelands, NL, CAN",10.3389/fmicb.2014.00613
http://info.deepcarbon.net/individual/df65e95ec-60b7-44a2-9e1d-ad9e41d232cf,PLASTIC-DEFORMATION AND WORK-HARDENING OF DIAMOND,10.1016/0025-5408(75)90026-4
http://info.deepcarbon.net/individual/d8ab97961-b3b9-4184-ac34-705f5551a882,In situ measurement of interstellar silicon carbide in two CM chondrite meteorites,10.1038/348715a0
http://info.deepcarbon.net/individual/de05b5ced-29a5-41a2-88bd-a628631c355c,INSITU MEASUREMENT OF INTERSTELLAR SILICON-CARBIDE IN 2 CM CHONDRITE METEORITES,10.1038/348715a0
http://info.deepcarbon.net/individual/dd256fd14-4bc8-42d1-805c-293469f9d29c,Microbial Provinces in the Subseafloor,10.1146/annurev-marine-120308-081000
http://info.deepcarbon.net/individual/fa0e8c28-40dc-4d28-8a20-853a4b7adfa3,Microbial Provinces in the Subseafloor,10.1146/annurev-marine-120308-081000
http://info.deepcarbon.net/individual/a082c48a-c9f8-4337-a116-497160f1125e,"Archaea and bacteria with surprising microdiversity show shifts in dominance over 1,000-year time scales in hydrothermal chimneys",10.1073/pnas.0905369107
http://info.deepcarbon.net/individual/dccd4b92d-7037-42a4-a6ad-cdff320e5fe5,"Archaea and bacteria with surprising microdiversity show shifts in dominance over 1,000-year time scales in hydrothermal chimneys",10.1073/pnas.0905369107
http://info.deepcarbon.net/individual/dcc0c342d-20b7-4505-b58a-31ba59ab3895,Speciation of reduced C-O-H volatiles in coexisting fluids and silicate melts determined in-situ to similar to 1.4 GPa and 800 degrees C,10.1016/j.gca.2010.05.004
http://info.deepcarbon.net/individual/9f40d889-0b96-485e-b865-2adea622d154,"An eclogitic diamond from Mir pipe (Yakutia), recording two growth events from different isotopic sources",10.1016/j.chemgeo.2014.05.011
http://info.deepcarbon.net/individual/dd2bb2d52-e94c-4fe4-9e17-ed315b43b5fa,FORMATION OF DIAMOND BY EXPLOSIVE SHOCK,10.1126/science.133.3467.1821
http://info.deepcarbon.net/individual/92d54ab5-ffb5-44dd-9219-5c169d633fff,Rapid Acquisition of Gigapascal-High-Pressure Resistance by Escherichia coli,10.1128/mBio.00130-10
http://info.deepcarbon.net/individual/20c02001-0913-4c38-a818-e8b593c1248d,Rapid Acquisition of Gigapascal-High-Pressure Resistance by Escherichia coli,10.1128/mBio.00130-10
http://info.deepcarbon.net/individual/57b9b746-758b-4d98-acba-1ce7b3f363a1,Rapid Acquisition of Gigapascal-High-Pressure Resistance by Escherichia coli,10.1128/mBio.00130-10
http://info.deepcarbon.net/individual/d3103c8ae-03db-40a6-adf9-e6e18ed642a1,"Iron oxidation state in lower mantle mineral assemblages - II. Inclusions in diamonds from Kankan, Guinea",10.1016/j.epsl.2004.03.019
http://info.deepcarbon.net/individual/db1304898-c73b-41e1-9e17-d06d7a3d41bc,A statistical analysis of the carbon dioxide capture process,10.1016/j.ijggc.2009.02.007
http://info.deepcarbon.net/individual/d20c7198-64fd-4d9f-8e60-08fc0104d424,High-pressure tolerance in Halobacterium salinarum NRC-1 and other non-piezophilic prokaryotes,10.1007/s00792-011-0418-8
http://info.deepcarbon.net/individual/d8022b045-4336-4596-8933-f4929fbc811c,Biological weathering and the long-term carbon cycle: integrating mycorrhizal evolution and function into the current paradigm,10.1111/j.1472-4669.2009.00194.x
http://info.deepcarbon.net/individual/7ed9026b-aedd-44a0-b136-0a49ccaf690f,"How Old is Earth, and How Do We Know?",10.1007/s12052-010-0226-0
http://info.deepcarbon.net/individual/6c940087-9d9a-4807-a646-c90b35abe610,"A thermogenic hydrocarbon seep in shallow Adriatic Sea (Italy): Gas origin, sediment contamination and benthic foraminifera",10.1016/j.marpetgeo.2014.06.006
http://info.deepcarbon.net/individual/d829fc0e3-200c-4b0f-a9a2-cad3c8d5b490,Considerable methane fluxes to the atmosphere from hydrocarbon seeps in the Gulf of Mexico,10.1038/NGEO574
http://info.deepcarbon.net/individual/n2021,Hydrous mantle transition zone indicated by ringwoodite included within diamond,10.1038/nature13080
http://info.deepcarbon.net/individual/n10061,Chemical and Isotopic Cycling in Subduction Zones,10.1016/B978-0-08-095975-7.00322-3
http://info.deepcarbon.net/individual/dfeca867c-7edf-4d29-be7e-6a0dea0c9915,The Archean sulfur cycle and the early history of atmospheric oxygen,10.1126/science.288.5466.658
http://info.deepcarbon.net/individual/e552d2bf-284b-4c59-bff1-ed33f6e9fc4c,Melting and subsolidus phase relations in peridotite and eclogite systems with reduced COH fluid at 3���16 GPa,10.1016/j.epsl.2014.01.033
http://info.deepcarbon.net/individual/e47bed19-1d48-4143-b763-66df10608858,Deciphering the Prokaryotic Community and Metabolisms in South African Deep-Mine Biofilms through Antibody Microarrays and Graph Theory,10.1371/journal.pone.0114180
http://info.deepcarbon.net/individual/dc7b21b6c-bc9d-4d64-afc3-7f87fead5df3,FORMATION OF PYROPHOSPHATE ON HYDROXYAPATITE WITH THIOESTERS AS CONDENSING AGENTS,10.1016/0303-2647(82)90002-8
http://info.deepcarbon.net/individual/513888d7-06bf-4b50-a959-fc5df318746f,CO2 geological storage in olivine rich basaltic aquifers: New insights from reactive-percolation experiments,10.1016/j.apgeochem.2014.11.024
http://info.deepcarbon.net/individual/d76718d35-4e3d-48c7-9405-d0ca3985f75c,Molecular characterization of dissolved organic matter in pore water of continental shelf sediments,10.1016/j.gca.2009.03.008
http://info.deepcarbon.net/individual/5a7b0262-981b-4596-8bef-43be30b3adaa,Density of Fe-3.5wt% C liquid at high pressure and temperature and the effect of carbon on the density of the molten iron,10.1016/j.pepi.2013.08.003
http://info.deepcarbon.net/individual/d5db95d55-2cab-4695-9f74-e0eaf248c941,Carbon Mineralogy and Crystal Chemistry,10.2138/rmg.2013.75.2
http://info.deepcarbon.net/individual/n648,Asteroidal impacts and the origin of terrestrial and lunar volatiles,10.1016/j.icarus.2012.10.026
http://info.deepcarbon.net/individual/7de5d838-7388-44bc-88df-b14e9ea486ea,Volatile flux from subduction zone volcanoes: Insights from a detailed evaluation of the fluxes from volcanoes in Japan,10.1016/j.jvolgeores.2013.10.007
http://info.deepcarbon.net/individual/dbb62b0ed-6424-448b-9fd8-8f1ffb81be31,A Reduced Organic Carbon Component in Martian Basalts,10.1126/science.1220715
http://info.deepcarbon.net/individual/d2d55b67e-8ede-4d77-b143-f91f00ea8cb9,"Neoproterozoic sulfur isotopes, the evolution of microbial sulfur species, and the burial efficiency of sulfide as sedimentary pyrite",10.1130/G20923.1
http://info.deepcarbon.net/individual/d67b40dca-dba4-413e-a03b-ff52e4a22dba,Polymerization on the rocks: Theoretical introduction,10.1023/A:1006595411403
http://info.deepcarbon.net/individual/e7e09747-11e7-47aa-a57a-73c70d799e8a,An improved cell separation technique for marine subsurface sediments: applications for high-throughput analysis using flow cytometry and cell sorting,10.1111/1462-2920.12153
http://info.deepcarbon.net/individual/dbb9df42f-967e-4873-8a2a-6b14e9b6f281,Sources of carbon in inclusion bearing diamonds,10.1016/j.lithos.2009.04.017
http://info.deepcarbon.net/individual/d7e9c3401-4a74-4bd1-8a10-87e42191e411,Methane formation from CaCO3 reduction catalyzed by high pressure,10.1016/j.cclet.2008.01.023
http://info.deepcarbon.net/individual/733f79d5-495e-4c50-b2cc-13226223deae,Metabolically active microbial communities in marine sediment under high-CO2 and low-pH extremes,10.1038/ismej.2012.124
http://info.deepcarbon.net/individual/dfdff1d30-0a9d-4f74-be65-927b2202d4b1,Formation of H-2 and CH4 by weathering of olivine at temperatures between 30 and 70 degrees C,10.1186/1467-4866-12-6
http://info.deepcarbon.net/individual/d650a5b77-1c75-4839-81d4-915485c7bbc1,A radical pathway for organic phosphorylation during schreibersite corrosion with implications for the origin of life,10.1016/j.gca.2006.12.018
http://info.deepcarbon.net/individual/a7aa9618-60ab-4f05-b96c-eb671ae5e13f,Preserved macroscopic polymeric sheets of shell-binding protein in the Middle Miocene (8 to 18 Ma) gastropod Ecphora,10.7185/geochemlet.1501
http://info.deepcarbon.net/individual/d4446fc7e-60fd-4d3f-afd8-c66180b63f4c,High levels of atmospheric carbon dioxide necessary for the termination of global glaciation,10.1038/nature02640
http://info.deepcarbon.net/individual/f49d394b-1ad0-4dc1-9628-00f5e6338944," The Heat Capacities of Quartz, Cristobalite and Tridymite at Low Temperatures 1 ",10.1021/ja01295a008
http://info.deepcarbon.net/individual/dd31ee22a-8e50-4ff6-9804-eed830948a44,"MINERAL PARAGENESIS IN FRANCISCAN METAGRAYWACKES OF THE NACIMIENTO BLOCK, A SUBDUCTION COMPLEX OF THE SOUTHERN-CALIFORNIA COAST RANGES",10.1029/JB085iB12p07045
http://info.deepcarbon.net/individual/4538052e-4b81-4862-9e09-a421ddda09ec,A carbon isotope challenge to the snowball Earth,10.1038/nature10499
http://info.deepcarbon.net/individual/d1381ae81-955f-4a92-a591-e0802d3402f7,The diverging paths of German and United States policies for renewable energy: Sources of difference,10.1016/j.enpol.2009.02.027
http://info.deepcarbon.net/individual/04102550-02dc-4fb1-b29c-ee09ac9654eb,Liquid water can slip on a hydrophilic surface,10.1073/pnas.1105189108
http://info.deepcarbon.net/individual/d448c26ca-709e-48d5-8ed8-9577caf7f65f,First on-line analysis of petroleum from single inclusion using ultrafast laser ablation,10.1016/j.orggeochem.2009.05.006
http://info.deepcarbon.net/individual/7eeca31b-f550-4866-930d-fd159fa9b6bd,"Propane simulated in silica pores: Adsorption isotherms, molecular structure, and mobility",10.1016/j.ces.2014.08.022
http://info.deepcarbon.net/individual/n21801,"Summary of gas analyses and elemental spectral analyses of sublimates from Biloikai crater, a subsidiary volcano of Klyuchevskoy (Kamchatka, Russia), 1938-1939",10.1594/IEDA/100499
http://info.deepcarbon.net/individual/0ea4a58d-8608-4736-b390-1de16660bc61,Evolution of Fe redox state in serpentine during subduction,10.1016/j.epsl.2014.05.038
http://info.deepcarbon.net/individual/c7615225-a794-4387-a487-30828956f26f,Phase relations and melting of carbonated peridotite between 10 and 20��GPa: a proxy for alkali- and CO2-rich silicate melts in the deep mantle,10.1007/s00410-014-0964-z
http://info.deepcarbon.net/individual/48c1c969-e18c-415a-b553-5381b2a4ef83,"Sources and cycling of carbon in continental, serpentinite-hosted alkaline springs in the Voltri Massif, Italy",10.1016/j.lithos.2013.07.009
http://info.deepcarbon.net/individual/dfd2880e3-09fe-4cf7-a6d6-e95be9c7f768,Thermodynamic control on hydrogen concentrations in anoxic sediments,10.1016/S0016-7037(98)00106-9
http://info.deepcarbon.net/individual/d7b042ffb-6e0e-4114-b180-572c4e09baad,"RARE-EARTH ELEMENT FRACTIONATION IN METAMORPHOGENIC HYDROTHERMAL CALCITE, MAGNESITE AND SIDERITE",10.1007/BF01163114
http://info.deepcarbon.net/individual/14149282-3155-4f5f-af66-ffba47281b0a,NanoSIMS results from olivine-hosted melt embayments: Magma ascent rate during explosive basaltic eruptions,10.1016/j.jvolgeores.2014.06.002
http://info.deepcarbon.net/individual/910de47a-a955-43e3-ad24-da6c721fad89,A closer look at supercritical water,10.1073/pnas.1303740110
http://info.deepcarbon.net/individual/95090a4b-b94c-46be-b3e3-5b062e6042d7,Evolution of volatile species in the earth���s mantle: A view from xenology,10.1016/j.gca.2013.08.034
http://info.deepcarbon.net/individual/df447c303-3faf-4b3e-bed5-f9aeddaa9047,FROM THE SERIES EDITOR,10.2138/rmg.2013.75.0
http://info.deepcarbon.net/individual/960a4c72-68e4-448b-8c73-866490bfbbbb, Thermal equation of state and thermodynamic properties of iron carbide Fe 3 C to 31 GPa and 1473 K ,10.1002/2013JB010270
http://info.deepcarbon.net/individual/87b25d09-7a03-4184-a87e-1cd6461fe1b7,"Geochemical evidence for active tropical serpentinization in the Santa Elena Ophiolite, Costa Rica: An analog of a humid early Earth?",10.1002/2013GC005213
http://info.deepcarbon.net/individual/n13250,"Geochemical evidence for active tropical serpentinization in the Santa Elena Ophiolite, Costa Rica: an analogue of a humid early Earth?",10.1002/2013GC005213
http://info.deepcarbon.net/individual/0991799f-9687-4a0a-88ae-162f1742e9bc,Assessing production of the ubiquitous archaeal diglycosyl tetraether lipids in marine subsurface sediment using intramolecular stable isotope probing,10.1111/j.1462-2920.2012.02888.x
http://info.deepcarbon.net/individual/ba5061a8-6a2c-46ff-b8c2-744f94534ebf,Noble gas and carbon isotopic evidence for CO2-driven silicate dissolution in a recent natural CO2 field,10.1016/j.epsl.2012.05.040
http://info.deepcarbon.net/individual/de5ca0e43-6880-4928-b1a2-92fbaf6351b5,Palaeoenvironmental significance of rounded pyrite in siliciclastic sequences of the Late Archaean Witwatersrand Basin: oxygen-deficient atmosphere or hydrothermal alteration?,10.1046/j.1365-3091.2002.00479.x
http://info.deepcarbon.net/individual/dc6573d78-adca-4015-86af-1c071bd79706,"THE DEEP, HOT BIOSPHERE",10.1073/pnas.89.13.6045
http://info.deepcarbon.net/individual/d35139b3a-63af-4d9d-b040-6b0707c87ea0,Kinetic energy of He-4 along the T=6.1 K isotherm,10.1103/PhysRevB.58.242
http://info.deepcarbon.net/individual/d2d6d37ca-dc03-4942-a41c-71a75eefe21e,"Biogeographical distribution and diversity of microbes in methane hydrate-bearing deep marine sediments, on the Pacific Ocean Margin",10.1073/pnas.0511033103
http://info.deepcarbon.net/individual/dc80f3a9a-cff8-40b0-8362-83b401378869,Evolution of the West Siberian Basin,10.1016/j.marpetgeo.2005.03.002
http://info.deepcarbon.net/individual/0fdab276-fcaf-4c06-888b-7b02aa2f2ee2,Optimizing a flow-through X-ray transmission cell for studies of temporal and spatial variations of ion distributions at mineral���water interfaces,10.1107/S0909049512041568
http://info.deepcarbon.net/individual/n23021,Volcanic gas monitoring data from Avachinsky volcano (Russia) in 1970,10.1594/IEDA/100505
http://info.deepcarbon.net/individual/92de6ed9-d386-45da-9aac-0be40a177489,Distribution of dehalogenation activity in subseafloor sediments of the Nankai Trough subduction zone,10.1098/rstb.2012.0249
http://info.deepcarbon.net/individual/da59a3447-a312-428a-9af5-fcbf024f53cc,Qusongite (WC): A new mineral,10.2138/am.2009.3015
http://info.deepcarbon.net/individual/df0d86719-74cb-4eeb-a6dc-4ca1cdeac1c6,Grain boundary mobility of carbon in Earth's mantle: A possible carbon flux from the core,10.1073/pnas.0710806105
http://info.deepcarbon.net/individual/d6c4c1e74-4a85-4b4a-b646-905ba8943dbb,Superconductivity in boron-doped diamond,10.1016/j.diamond.2004.10.035
http://info.deepcarbon.net/individual/d88c7747e-cbe3-464f-a865-50c03af2af50,Experimental determination of porosity and permeability changes induced by injection of CO2 into carbonate rocks,10.1016/j.chemgeo.2009.03.028
http://info.deepcarbon.net/individual/36a2fcca-6edf-47e9-a296-4e64d5ea1789,Elastic and inelastic behavior of graphitic C3N4 under high pressure,10.1016/j.cplett.2013.04.065
http://info.deepcarbon.net/individual/d43c7fd00-ccc1-4051-b6ab-8277f0043ca9,"Nonconventional hydrocarbon targets in the crystalline basement, and the problem of the recent replenishment of hydrocarbon reserves",10.1016/j.gexplo.2005.12.012
http://info.deepcarbon.net/individual/dde2c8410-cbca-420c-98e4-e2c839a9dcfd,Transition metal sulfides and the origins of metabolism,10.1146/annurev.earth.32.101802.120225
http://info.deepcarbon.net/individual/d85bd6498-843c-4e6c-bf3e-215ad28027a0,Heterogeneous Hadean hafnium: Evidence of continental crust at 4.4 to 4.5 Ga,10.1126/science.1117926
http://info.deepcarbon.net/individual/d8f4b7af4-19de-4d13-9fc5-a1876f9e5226,"CARBON, HYDROGEN AND NITROGEN IN CARBONACEOUS CHONDRITES - ABUNDANCES AND ISOTOPIC COMPOSITIONS IN BULK SAMPLES",10.1016/0016-7037(85)90141-3
http://info.deepcarbon.net/individual/de985a799-7715-406a-b245-969c185c99b7,Recent advances in high-growth rate single-crystal CVD diamond,10.1016/j.diamond.2009.07.008
http://info.deepcarbon.net/individual/eb0f6009-7e78-42ed-b831-acc57d169e9f,Connecting the Water Phase Diagram to the Metastable Domain: High-Pressure Studies in the Supercooled Regime,10.1021/jz501971h
http://info.deepcarbon.net/individual/dd8919b00-74bd-4024-979f-6a9c3d06f5e5,Retention of filled ice structure of methane hydrate up to 42 GPa,10.1103/PhysRevB.68.172102
http://info.deepcarbon.net/individual/dc0553556-70c8-470e-a4fe-ff6213369385,NATURAL OCCURRENCE OF SILICON-CARBIDE IN A DIAMONDIFEROUS KIMBERLITE FROM FUXIAN,10.1038/346352a0
http://info.deepcarbon.net/individual/4e3b5243-5426-4135-8ca2-ce89b302c82b,Saturated CO<sub>2</sub> inhibits microbial processes in CO<sub>2</sub>-vented deep-sea sediments,10.5194/bg-10-5639-2013
http://info.deepcarbon.net/individual/d9f6536a0-7064-41a5-bc1b-abb04531700e,Harder than Diamond: Superior Indentation Strength of Wurtzite BN and Lonsdaleite,10.1103/PhysRevLett.102.055503
http://info.deepcarbon.net/individual/db08f494c-b919-4320-98da-87c47d02f4b3,Geothermal power production from abandoned oil wells,10.1016/j.energy.2009.03.017
http://info.deepcarbon.net/individual/db78deff7-ae3a-47c9-b274-1ce496bc86aa,Dating the rise of atmospheric oxygen,10.1038/nature02260
http://info.deepcarbon.net/individual/d29d3f926-5bef-4c35-9d32-0da798eef8db,The stability of magnesite in the transition zone and the lower mantle as function of oxygen fugacity,10.1029/2011GL049560
http://info.deepcarbon.net/individual/69503e69-b8c6-4b38-ba41-2e3fd1ef6c35,Strontium and oxygen isotopic systems in waters of mud volcanoes of the Taman Peninsula,10.1134/S0024490213060023
http://info.deepcarbon.net/individual/n16396,An investigation of the gaseous products of the satellite volcanoes of the Klyuchevskoy Volcano,10.1594/IEDA/100486
http://info.deepcarbon.net/individual/b065a607-8c34-4792-8207-08b5e4a9b87c,General overview of the country,DCO ID 11121/6769-7689-7882-2720-CC
http://info.deepcarbon.net/individual/d62dbed2f-0c40-44f0-b250-c35de77138bf,"Attachment of L-Glutamate to Rutile (alpha-TiO2): A Potentiometric, Adsorption, and Surface Complexation Study",10.1021/la901635t
http://info.deepcarbon.net/individual/802deec0-bb99-4ca7-80e9-a861e5bfce99,Nonstoichiometry and growth of some Fe carbides,10.1007/s00410-013-0900-7
